station_id,n_pairs,bias,rmse,mae,correlation,obs_mean,model_mean,obs_std,model_std,std_ratio,synnr,name,lon,lat,alt
11068,9143.0,-0.05775004019355812,2.5704885584058634,1.9316205167502754,0.9643330065269933,8.459280323744942,8.401530283551383,8.170220064695899,9.267075403896964,1.1342504033570229,11068,FREISTADT,14.506389,48.49472,539.0
11070,9132.0,0.12165991213862613,3.158256364499109,2.287278468982614,0.9497007943077056,11.08301576872536,11.204675680863987,8.088359061983084,9.56407118028104,1.1824488882094886,11070,KREMS,15.621388,48.418331,203.0
11082,9141.0,-0.3221885316472678,2.9492379321838498,2.2804608916202107,0.9508501903966529,11.527644677825185,11.205456146177916,8.040929268820333,9.19319332039977,1.1432998616276204,11082,GUMPOLDSKIRCHEN,16.280832,48.035831,212.0
11100,9141.0,-0.39642694627799707,4.33362613656818,3.478718448158329,0.8721103775221584,8.925992779783394,8.529565833505396,7.0942152615936145,8.750819029272618,1.233514730888906,11100,SULZBERG,9.914444,47.521942,1016.0
11111,9140.0,-2.219003099374647,4.0247056530287235,3.2827577162787716,0.9444879441460178,6.309387308533918,4.09038420915927,7.958797442843143,9.623391857521321,1.2091514989082988,11111,TANNHEIM,10.505834,47.500278,1100.0
11124,9142.0,-2.005869697928986,7.6304673748819045,5.871249977392851,0.7129765084467663,-1.4021877050973528,-3.4080574030263393,6.282610799003066,10.377992069988593,1.6518597764539844,11124,VALLUGA,10.212778,47.157501,2805.0
11137,6679.0,-1.1518015901022067,4.1429931126499095,3.469905410859533,0.9448195377295059,9.365443928731846,8.21364233862964,8.63837512775662,10.959858271109898,1.2687407190611513,11137,MARIA_ALM,12.898333,47.406113,792.0
11153,9141.0,-1.5100791003172311,3.50614562873799,2.8988400872960707,0.9435674304948375,9.936702767749699,8.42662366743247,7.691228210230292,9.134575992751733,1.1876615467737142,11153,MONDSEE,13.347222,47.850834,481.0
11167,9144.0,-1.3005140078590962,3.7710968910520686,3.1197098447155844,0.9325602960269284,8.126695100612423,6.826181092753328,8.519525292665854,9.697137834736912,1.1382251359808535,11167,HALL_ADMONT,14.490833,47.594444,637.0
11170,9141.0,-0.8579428660032055,2.5170239563580226,1.9818922761217017,0.9561678255839084,7.98355759763702,7.1256147316338145,8.013885899762384,7.967118569974404,0.9941642131703714,11170,LUNZ_AM_SEE,15.067499,47.854443,612.0
11190,9141.0,-0.31442731892686016,2.937343708165115,2.264038281424158,0.9572249742944247,11.809320643255662,11.494893324328801,8.109868882668883,9.50160022718075,1.1716095987058501,11190,EISENSTADT-NORDOST,16.538334,47.854168,184.0
11200,9126.0,-3.787810036514875,5.341453899949876,4.530257594716463,0.9281724986824093,6.200317773394697,2.4125077368798213,7.5095949223155065,9.494737030896667,1.2643474287384149,11200,KALS,12.646389,47.004723,1352.0
